,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#,Time
96,8078,741,371,6966,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,96.0
97,8074,737,345,6992,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,97.0
98,8071,735,325,7011,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,98.0
99,8067,734,307,7026,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,99.0
100,10000,8996,1004,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,0.0
101,10000,8935,1065,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,1.0
102,10000,8875,1125,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,2.0
103,10000,8791,1209,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,3.0
104,10000,8702,1298,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,4.0
105,10000,8607,1393,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,5.0
106,9996,8518,1478,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,6.0
107,9993,8415,1578,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,7.0
108,9988,8281,1707,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,8.0
109,9984,8151,1833,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,9.0
110,9978,8006,1972,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,10.0
111,9971,7827,2144,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,11.0
112,9960,7652,2308,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,12.0
113,9947,7471,2476,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,13.0
114,9932,7267,2665,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,14.0
115,9918,7097,2820,1,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,15.0
116,9903,6899,2997,7,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,16.0
117,9881,6706,3161,14,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,17.0
118,9862,6503,3331,28,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,18.0
119,9834,6270,3517,47,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,19.0
120,9817,6038,3712,67,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,20.0
121,9795,5790,3912,93,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,21.0
122,9776,5525,4126,125,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,22.0
123,9748,5305,4270,173,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,23.0
124,9715,5063,4422,230,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,24.0
125,9687,4832,4557,298,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,25.0
126,9649,4585,4684,380,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,26.0
127,9612,4374,4765,473,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,27.0
128,9563,4186,4803,574,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,28.0
129,9527,3973,4853,701,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,29.0
130,9482,3772,4885,825,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,30.0
131,9446,3599,4882,965,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,31.0
132,9411,3400,4911,1100,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,32.0
133,9372,3200,4931,1241,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,33.0
134,9338,3021,4915,1402,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,34.0
135,9308,2883,4869,1556,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,35.0
136,9267,2735,4821,1711,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,36.0
137,9223,2597,4743,1883,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,37.0
138,9190,2479,4683,2028,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,38.0
139,9148,2339,4626,2183,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,39.0
140,9112,2225,4539,2348,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,40.0
141,9072,2105,4438,2529,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,41.0
142,9038,1995,4322,2721,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,42.0
143,9004,1882,4238,2884,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,43.0
144,8968,1775,4160,3033,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,44.0
145,8928,1682,4048,3198,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,45.0
146,8891,1606,3886,3399,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,46.0
147,8847,1535,3743,3569,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,47.0
148,8816,1469,3623,3724,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,48.0
149,8791,1417,3499,3875,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,49.0
150,8751,1354,3371,4026,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,50.0
151,8727,1298,3238,4191,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,51.0
152,8703,1244,3106,4353,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,52.0
153,8670,1193,3005,4472,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,53.0
154,8640,1155,2886,4599,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,54.0
155,8621,1119,2791,4711,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,55.0
156,8596,1077,2700,4819,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,56.0
157,8571,1039,2590,4942,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,57.0
158,8544,1008,2462,5074,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,58.0
159,8519,988,2331,5200,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,59.0
160,8495,956,2247,5292,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,60.0
161,8480,926,2161,5393,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,61.0
162,8468,908,2060,5500,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,62.0
163,8448,895,1970,5583,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,63.0
164,8431,883,1885,5663,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,64.0
165,8412,861,1795,5756,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,65.0
166,8394,844,1696,5854,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,66.0
167,8382,831,1627,5924,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,67.0
168,8371,819,1563,5989,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,68.0
169,8353,809,1468,6076,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,69.0
170,8345,797,1392,6156,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,70.0
171,8334,788,1315,6231,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,71.0
172,8320,778,1245,6297,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,72.0
173,8302,772,1177,6353,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,73.0
174,8293,769,1118,6406,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,74.0
175,8279,764,1054,6461,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,75.0
176,8272,755,998,6519,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,76.0
177,8264,747,935,6582,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,77.0
178,8258,742,888,6628,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,78.0
179,8255,739,842,6674,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,79.0
180,8250,733,797,6720,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,80.0
181,8243,728,752,6763,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,81.0
182,8231,721,710,6800,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,82.0
183,8229,717,676,6836,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,83.0
184,8223,709,664,6850,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,84.0
185,8219,705,629,6885,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,85.0
186,8212,703,587,6922,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,86.0
187,8203,701,541,6961,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,87.0
188,8202,697,502,7003,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,88.0
189,8200,695,478,7027,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,89.0
190,8197,693,451,7053,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,90.0
191,8183,690,418,7075,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,91.0
192,8180,689,395,7096,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,92.0
193,8179,687,374,7118,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,93.0
194,8177,684,354,7139,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,94.0
195,8169,683,334,7152,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,95.0
196,8164,682,317,7165,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,96.0
197,8162,681,297,7184,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,97.0
198,8161,681,283,7197,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,98.0
199,8159,681,263,7215,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,99.0
200,10000,8984,1016,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,0.0
201,10000,8905,1095,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,1.0
202,10000,8843,1157,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,2.0
203,10000,8760,1240,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,3.0
204,10000,8660,1340,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,4.0
205,9997,8542,1455,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,5.0
206,9995,8413,1582,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,6.0
207,9991,8296,1695,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,7.0
208,9986,8144,1842,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,8.0
209,9979,7982,1997,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,9.0
210,9970,7832,2138,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,10.0
211,9960,7674,2286,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,11.0
212,9947,7502,2445,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,12.0
213,9933,7331,2602,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,13.0
214,9919,7156,2762,1,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,14.0
215,9894,6958,2934,2,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,15.0
216,9867,6736,3128,3,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,16.0
217,9842,6487,3347,8,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,17.0
218,9812,6246,3547,19,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,18.0
219,9780,6005,3734,41,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,19.0
220,9750,5776,3909,65,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,20.0
221,9730,5539,4094,97,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,21.0
222,9701,5314,4243,144,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,22.0
223,9671,5087,4387,197,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,23.0
224,9644,4859,4521,264,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,24.0
225,9612,4666,4606,340,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,25.0
226,9574,4471,4686,417,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,26.0
227,9528,4253,4755,520,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,27.0
228,9491,4046,4803,642,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,28.0
229,9459,3820,4878,761,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,29.0
230,9413,3643,4878,892,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,30.0
231,9357,3422,4881,1054,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,31.0
232,9327,3275,4881,1171,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,32.0
233,9291,3086,4865,1340,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,33.0
234,9256,2912,4860,1484,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,34.0
235,9214,2744,4821,1649,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,35.0
236,9173,2614,4737,1822,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,36.0
237,9129,2463,4686,1980,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,37.0
238,9078,2352,4568,2158,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,38.0
239,9043,2218,4499,2326,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,39.0
240,9009,2103,4437,2469,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,40.0
241,8962,1994,4322,2646,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,41.0
242,8921,1888,4229,2804,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,42.0
243,8883,1785,4121,2977,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,43.0
244,8858,1699,4013,3146,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,44.0
245,8821,1619,3908,3294,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,45.0
246,8785,1525,3827,3433,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,46.0
247,8749,1477,3696,3576,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,47.0
248,8723,1418,3572,3733,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,48.0
249,8692,1372,3448,3872,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,49.0
250,8656,1321,3318,4017,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,50.0
251,8624,1277,3177,4170,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,51.0
252,8590,1241,3053,4296,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,52.0
253,8564,1196,2949,4419,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,53.0
254,8545,1158,2826,4561,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,54.0
255,8516,1122,2707,4687,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,55.0
256,8490,1094,2579,4817,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,56.0
257,8471,1065,2457,4949,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,57.0
258,8447,1040,2349,5058,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,58.0
259,8434,1011,2248,5175,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,59.0
260,8406,992,2135,5279,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,60.0
261,8392,971,2034,5387,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,61.0
262,8373,947,1934,5492,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,62.0
263,8354,937,1831,5586,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,63.0
264,8338,930,1733,5675,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,64.0
265,8325,912,1649,5764,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,65.0
266,8315,905,1575,5835,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,66.0
267,8298,892,1497,5909,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,67.0
268,8282,881,1410,5991,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,68.0
269,8269,870,1337,6062,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,69.0
270,8258,857,1274,6127,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,70.0
271,8248,855,1192,6201,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,71.0
272,8237,850,1132,6255,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,72.0
273,8230,840,1072,6318,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,73.0
274,8222,836,1014,6372,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,74.0
275,8216,831,958,6427,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,75.0
276,8205,828,886,6491,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,76.0
277,8189,826,831,6532,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,77.0
278,8184,820,785,6579,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,78.0
279,8176,816,734,6626,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,79.0
280,8169,809,698,6662,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,80.0
281,8166,802,668,6696,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,81.0
282,8161,800,626,6735,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,82.0
283,8154,796,586,6772,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,83.0
284,8153,796,555,6802,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,84.0
285,8150,795,517,6838,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,85.0
286,8145,793,483,6869,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,86.0
287,8137,791,459,6887,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,87.0
288,8135,790,437,6908,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,88.0
289,8130,787,418,6925,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,89.0
290,8129,784,399,6946,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,90.0
291,8128,783,382,6963,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,91.0
292,8122,783,362,6977,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,92.0
293,8119,781,345,6993,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,93.0
294,8113,780,320,7013,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,94.0
295,8110,779,300,7031,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,95.0
296,8107,778,280,7049,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,96.0
297,8106,777,266,7063,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,97.0
298,8103,777,248,7078,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,98.0
299,8101,777,233,7091,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,99.0
300,10000,9035,965,0,10000.0,0.1,0.5,28.0,0.02,0.5,4.0,0.0
