,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#,Time
53,8703,1199,3167,4337,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,53.0
54,8678,1153,3025,4500,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,54.0
55,8649,1102,2905,4642,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,55.0
56,8630,1067,2781,4782,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,56.0
57,8601,1029,2659,4913,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,57.0
58,8585,991,2561,5033,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,58.0
59,8554,960,2450,5144,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,59.0
60,8541,923,2345,5273,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,60.0
61,8530,894,2250,5386,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,61.0
62,8510,871,2143,5496,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,62.0
63,8486,846,2055,5585,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,63.0
64,8464,835,1944,5685,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,64.0
65,8449,815,1855,5779,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,65.0
66,8433,793,1781,5859,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,66.0
67,8413,774,1706,5933,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,67.0
68,8398,755,1633,6010,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,68.0
69,8381,742,1548,6091,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,69.0
70,8362,726,1477,6159,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,70.0
71,8356,718,1390,6248,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,71.0
72,8339,710,1309,6320,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,72.0
73,8330,696,1249,6385,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,73.0
74,8320,683,1196,6441,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,74.0
75,8315,668,1140,6507,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,75.0
76,8310,662,1080,6568,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,76.0
77,8300,654,1023,6623,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,77.0
78,8282,646,959,6677,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,78.0
79,8273,638,917,6718,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,79.0
80,8265,633,875,6757,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,80.0
81,8259,628,824,6807,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,81.0
82,8252,622,775,6855,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,82.0
83,8244,617,728,6899,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,83.0
84,8240,616,688,6936,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,84.0
85,8235,613,649,6973,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,85.0
86,8226,611,600,7015,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,86.0
87,8224,609,571,7044,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,87.0
88,8222,606,543,7073,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,88.0
89,8218,606,509,7103,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,89.0
90,8212,600,484,7128,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,90.0
91,8205,598,454,7153,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,91.0
92,8201,596,426,7179,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,92.0
93,8199,594,400,7205,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,93.0
94,8198,591,384,7223,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,94.0
95,8194,590,362,7242,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,95.0
96,8192,590,345,7257,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,96.0
97,8187,588,317,7282,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,97.0
98,8185,587,298,7300,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,98.0
99,8185,586,288,7311,10000.0,0.1,0.5,28.0,0.02,0.5,1.0,99.0
100,10000,9001,999,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,0.0
101,10000,8932,1068,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,1.0
102,10000,8872,1128,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,2.0
103,10000,8802,1198,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,3.0
104,10000,8728,1272,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,4.0
105,9999,8640,1359,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,5.0
106,9997,8533,1464,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,6.0
107,9994,8414,1580,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,7.0
108,9991,8305,1686,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,8.0
109,9985,8168,1817,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,9.0
110,9978,8034,1944,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,10.0
111,9965,7871,2094,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,11.0
112,9956,7687,2269,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,12.0
113,9943,7541,2402,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,13.0
114,9932,7351,2581,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,14.0
115,9919,7147,2772,0,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,15.0
116,9905,6977,2926,2,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,16.0
117,9878,6759,3116,3,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,17.0
118,9853,6558,3288,7,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,18.0
119,9826,6365,3441,20,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,19.0
120,9799,6136,3620,43,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,20.0
121,9776,5867,3843,66,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,21.0
122,9750,5644,4002,104,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,22.0
123,9719,5411,4159,149,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,23.0
124,9695,5159,4321,215,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,24.0
125,9661,4943,4436,282,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,25.0
126,9627,4716,4558,353,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,26.0
127,9598,4488,4678,432,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,27.0
128,9568,4275,4757,536,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,28.0
129,9528,4059,4818,651,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,29.0
130,9494,3845,4888,761,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,30.0
131,9460,3648,4922,890,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,31.0
132,9419,3463,4945,1011,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,32.0
133,9389,3265,4971,1153,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,33.0
134,9354,3080,4951,1323,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,34.0
135,9323,2920,4916,1487,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,35.0
136,9288,2782,4867,1639,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,36.0
137,9248,2633,4829,1786,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,37.0
138,9211,2464,4771,1976,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,38.0
139,9178,2324,4726,2128,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,39.0
140,9148,2206,4646,2296,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,40.0
141,9104,2062,4564,2478,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,41.0
142,9069,1937,4490,2642,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,42.0
143,9031,1835,4396,2800,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,43.0
144,8997,1740,4274,2983,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,44.0
145,8961,1646,4168,3147,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,45.0
146,8919,1549,4059,3311,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,46.0
147,8888,1481,3928,3479,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,47.0
148,8856,1406,3804,3646,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,48.0
149,8825,1339,3683,3803,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,49.0
150,8786,1273,3583,3930,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,50.0
151,8753,1219,3438,4096,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,51.0
152,8714,1165,3318,4231,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,52.0
153,8684,1107,3211,4366,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,53.0
154,8657,1063,3089,4505,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,54.0
155,8619,1019,2950,4650,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,55.0
156,8595,978,2829,4788,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,56.0
157,8563,940,2699,4924,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,57.0
158,8548,907,2600,5041,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,58.0
159,8527,880,2488,5159,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,59.0
160,8513,851,2390,5272,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,60.0
161,8483,827,2254,5402,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,61.0
162,8461,808,2146,5507,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,62.0
163,8447,790,2047,5610,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,63.0
164,8423,773,1929,5721,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,64.0
165,8394,752,1826,5816,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,65.0
166,8368,735,1739,5894,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,66.0
167,8351,715,1670,5966,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,67.0
168,8332,702,1584,6046,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,68.0
169,8316,694,1501,6121,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,69.0
170,8303,683,1430,6190,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,70.0
171,8289,674,1361,6254,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,71.0
172,8278,670,1274,6334,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,72.0
173,8267,665,1205,6397,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,73.0
174,8258,658,1136,6464,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,74.0
175,8246,654,1063,6529,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,75.0
176,8236,645,1006,6585,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,76.0
177,8227,641,950,6636,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,77.0
178,8219,638,900,6681,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,78.0
179,8210,636,844,6730,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,79.0
180,8203,634,792,6777,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,80.0
181,8200,630,759,6811,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,81.0
182,8194,628,713,6853,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,82.0
183,8192,627,679,6886,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,83.0
184,8184,622,644,6918,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,84.0
185,8179,621,605,6953,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,85.0
186,8175,621,568,6986,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,86.0
187,8173,616,535,7022,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,87.0
188,8170,615,509,7046,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,88.0
189,8167,612,476,7079,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,89.0
190,8164,609,450,7105,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,90.0
191,8159,605,415,7139,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,91.0
192,8157,604,385,7168,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,92.0
193,8153,602,355,7196,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,93.0
194,8148,601,330,7217,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,94.0
195,8145,600,319,7226,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,95.0
196,8145,600,297,7248,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,96.0
197,8139,600,271,7268,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,97.0
198,8138,600,258,7280,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,98.0
199,8135,598,241,7296,10000.0,0.1,0.5,28.0,0.02,0.5,2.0,99.0
200,10000,9012,988,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,0.0
201,10000,8962,1038,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,1.0
202,10000,8914,1086,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,2.0
203,10000,8854,1146,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,3.0
204,10000,8777,1223,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,4.0
205,10000,8687,1313,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,5.0
206,9998,8571,1427,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,6.0
207,9995,8467,1528,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,7.0
208,9991,8361,1630,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,8.0
209,9987,8254,1733,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,9.0
210,9980,8120,1860,0,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,10.0
211,9977,7959,2017,1,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,11.0
212,9968,7819,2148,1,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,12.0
213,9952,7654,2296,2,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,13.0
214,9935,7483,2449,3,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,14.0
215,9920,7309,2608,3,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,15.0
216,9902,7146,2749,7,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,16.0
217,9889,6966,2912,11,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,17.0
218,9868,6767,3084,17,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,18.0
219,9848,6589,3227,32,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,19.0
220,9820,6360,3414,46,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,20.0
221,9794,6146,3575,73,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,21.0
222,9767,5929,3732,106,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,22.0
223,9741,5702,3895,144,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,23.0
224,9703,5486,4027,190,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,24.0
225,9674,5237,4179,258,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,25.0
226,9647,5027,4293,327,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,26.0
227,9611,4827,4393,391,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,27.0
228,9572,4621,4478,473,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,28.0
229,9526,4423,4513,590,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,29.0
230,9481,4205,4590,686,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,30.0
231,9440,4006,4633,801,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,31.0
232,9410,3807,4672,931,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,32.0
233,9370,3600,4707,1063,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,33.0
234,9343,3409,4734,1200,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,34.0
235,9299,3237,4742,1320,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,35.0
236,9255,3072,4732,1451,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,36.0
237,9213,2924,4695,1594,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,37.0
238,9168,2780,4642,1746,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,38.0
239,9125,2638,4593,1894,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,39.0
240,9090,2503,4556,2031,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,40.0
241,9045,2375,4492,2178,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,41.0
242,9007,2237,4449,2321,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,42.0
243,8975,2137,4335,2503,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,43.0
244,8937,2052,4224,2661,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,44.0
245,8907,1965,4125,2817,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,45.0
246,8868,1867,4011,2990,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,46.0
247,8833,1775,3901,3157,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,47.0
248,8797,1698,3797,3302,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,48.0
249,8764,1633,3683,3448,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,49.0
250,8736,1556,3590,3590,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,50.0
251,8703,1492,3460,3751,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,51.0
252,8683,1423,3356,3904,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,52.0
253,8655,1356,3262,4037,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,53.0
254,8629,1310,3135,4184,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,54.0
255,8604,1267,3018,4319,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,55.0
256,8574,1223,2889,4462,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,56.0
257,8550,1187,2788,4575,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,57.0
258,8519,1160,2655,4704,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,58.0
259,8495,1119,2547,4829,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,59.0
260,8474,1086,2436,4952,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,60.0
261,8454,1055,2340,5059,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,61.0
262,8438,1037,2238,5163,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,62.0
263,8420,1019,2136,5265,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,63.0
264,8402,987,2057,5358,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,64.0
265,8393,970,1968,5455,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,65.0
266,8375,955,1868,5552,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,66.0
267,8354,943,1780,5631,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,67.0
268,8347,927,1710,5710,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,68.0
269,8328,912,1617,5799,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,69.0
270,8315,896,1543,5876,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,70.0
271,8292,879,1472,5941,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,71.0
272,8287,866,1393,6028,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,72.0
273,8274,857,1319,6098,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,73.0
274,8253,849,1248,6156,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,74.0
275,8241,842,1191,6208,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,75.0
276,8224,835,1127,6262,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,76.0
277,8216,829,1072,6315,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,77.0
278,8209,820,1003,6386,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,78.0
279,8199,818,936,6445,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,79.0
280,8191,815,886,6490,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,80.0
281,8179,808,849,6522,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,81.0
282,8171,805,803,6563,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,82.0
283,8163,802,744,6617,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,83.0
284,8154,798,711,6645,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,84.0
285,8146,792,676,6678,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,85.0
286,8138,791,639,6708,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,86.0
287,8128,785,599,6744,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,87.0
288,8123,783,562,6778,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,88.0
289,8117,779,534,6804,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,89.0
290,8110,776,494,6840,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,90.0
291,8107,771,470,6866,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,91.0
292,8103,768,446,6889,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,92.0
293,8103,767,428,6908,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,93.0
294,8098,767,394,6937,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,94.0
295,8098,764,382,6952,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,95.0
296,8094,763,357,6974,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,96.0
297,8090,762,324,7004,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,97.0
298,8085,762,297,7026,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,98.0
299,8078,762,275,7041,10000.0,0.1,0.5,28.0,0.02,0.5,3.0,99.0
300,10000,9003,997,0,10000.0,0.1,0.5,28.0,0.02,0.5,4.0,0.0
