,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#
335,9497,8443,959,95,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
336,9476,8433,938,105,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
337,9459,8421,921,117,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
338,9444,8406,909,129,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
339,9427,8391,899,137,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
340,9409,8383,879,147,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
341,9395,8375,859,161,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
342,9381,8364,848,169,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
343,9367,8353,835,179,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
344,9352,8351,814,187,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
345,9341,8345,804,192,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
346,9324,8336,788,200,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
347,9310,8332,768,210,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
348,9296,8325,751,220,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
349,9286,8319,733,234,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
350,9273,8314,717,242,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
351,9260,8303,704,253,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
352,9251,8299,693,259,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
353,9237,8294,672,271,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
354,9225,8288,652,285,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
355,9217,8280,643,294,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
356,9203,8277,629,297,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
357,9194,8270,621,303,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
358,9179,8265,604,310,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
359,9168,8257,594,317,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
360,9158,8251,584,323,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
361,9138,8248,556,334,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
362,9129,8247,534,348,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
363,9116,8243,515,358,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
364,9100,8238,499,363,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
365,9090,8227,491,372,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
366,9082,8223,481,378,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
367,9076,8221,474,381,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
368,9067,8217,457,393,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
369,9058,8212,444,402,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
370,9048,8209,429,410,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
371,9042,8204,425,413,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
372,9035,8202,415,418,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
373,9026,8196,399,431,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
374,9016,8193,385,438,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
375,9011,8191,376,444,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
376,9005,8188,362,455,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
377,9003,8185,352,466,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
378,8999,8184,344,471,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
379,8991,8183,329,479,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
380,8982,8182,309,491,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
381,8972,8178,294,500,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
382,8968,8177,282,509,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
383,8965,8176,273,516,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
384,8961,8172,177,612,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
385,8961,8170,174,617,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
386,8959,8169,170,620,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
387,8956,8169,163,624,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
388,8951,8169,156,626,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
389,8948,8168,151,629,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
390,8947,8166,151,630,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
391,8945,8166,147,632,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
392,8942,8166,141,635,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
393,8939,8166,135,638,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
394,8936,8164,130,642,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
395,8934,8164,122,648,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
396,8932,8162,117,653,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
397,8931,8162,112,657,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
398,8927,8161,107,659,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
399,8925,8161,104,660,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
400,10000,9007,993,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
401,10000,8970,1030,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
402,10000,8959,1041,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
403,10000,8951,1049,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
404,10000,8939,1061,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
405,9998,8920,1078,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
406,9997,8906,1091,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
407,9995,8891,1104,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
408,9991,8879,1112,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
409,9988,8860,1128,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
410,9981,8843,1138,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
411,9970,8831,1139,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
412,9966,8815,1151,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
413,9958,8801,1157,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
414,9941,8785,1156,0,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
415,9920,8771,1148,1,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
416,9894,8746,1147,1,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
417,9870,8732,1137,1,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
418,9853,8712,1140,1,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
419,9835,8696,1135,4,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
420,9809,8684,1117,8,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
421,9791,8678,1102,11,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
422,9772,8661,1097,14,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
423,9751,8646,1087,18,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
424,9725,8631,1067,27,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
425,9703,8613,1061,29,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
426,9682,8603,1043,36,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
427,9668,8594,1035,39,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
428,9650,8584,1021,45,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
429,9632,8571,1010,51,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
430,9616,8555,1006,55,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
431,9599,8546,994,59,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
432,9579,8534,976,69,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
433,9560,8527,958,75,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
434,9542,8518,938,86,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
435,9524,8505,928,91,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
436,9503,8498,906,99,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
437,9485,8490,890,105,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
438,9464,8480,868,116,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
439,9453,8469,859,125,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
440,9438,8458,844,136,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
441,9421,8444,837,140,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
442,9413,8434,827,152,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
443,9395,8428,806,161,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
444,9385,8417,803,165,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
445,9377,8407,799,171,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
446,9364,8391,795,178,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
447,9349,8382,778,189,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
448,9337,8374,766,197,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
449,9325,8369,748,208,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
450,9313,8353,742,218,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
451,9298,8344,728,226,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
452,9286,8339,704,243,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
453,9270,8335,682,253,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
454,9260,8332,667,261,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
455,9246,8328,649,269,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
456,9232,8323,633,276,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
457,9220,8318,618,284,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
458,9213,8311,605,297,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
459,9204,8308,589,307,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
460,9191,8302,576,313,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
461,9177,8292,561,324,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
462,9167,8291,542,334,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
463,9160,8287,533,340,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
464,9148,8281,516,351,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
465,9140,8276,501,363,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
466,9128,8274,484,370,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
467,9116,8271,466,379,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
468,9110,8268,454,388,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
469,9099,8266,436,397,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
470,9095,8262,430,403,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
471,9086,8262,417,407,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
472,9078,8256,410,412,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
473,9070,8255,394,421,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
474,9064,8253,379,432,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
475,9055,8248,369,438,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
476,9048,8243,352,453,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
477,9044,8243,342,459,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
478,9034,8242,327,465,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
479,9031,8241,313,477,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
480,9025,8240,306,479,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
481,9022,8238,299,485,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
482,9019,8235,284,500,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
483,9017,8235,266,516,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
484,9014,8235,166,613,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
485,9011,8234,157,620,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
486,9011,8234,151,626,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
487,9008,8234,146,628,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
488,9007,8233,142,632,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
489,9003,8232,139,632,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
490,8999,8232,131,636,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
491,8997,8232,124,641,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
492,8995,8232,119,644,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
493,8992,8232,115,645,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
494,8989,8232,108,649,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
495,8987,8231,105,651,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
496,8984,8231,98,655,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
497,8984,8230,96,658,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
498,8980,8230,89,661,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
499,8976,8230,85,661,10000.0,0.1,0.5,28.0,0.02,0.9,5.0
500,10000,8997,1003,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
501,10000,8959,1041,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
502,10000,8946,1054,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
503,10000,8929,1071,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
504,9998,8920,1078,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
505,9994,8910,1084,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
506,9994,8901,1093,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
507,9986,8891,1095,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
508,9983,8872,1111,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
509,9981,8848,1133,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
510,9976,8823,1153,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
511,9970,8809,1161,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
512,9968,8788,1180,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
513,9959,8782,1177,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
514,9940,8765,1175,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
515,9918,8751,1167,0,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
516,9899,8742,1155,2,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
517,9878,8732,1144,2,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
518,9853,8722,1128,3,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
519,9835,8709,1123,3,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
520,9810,8689,1117,4,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
521,9787,8675,1106,6,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
522,9775,8666,1102,7,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
523,9762,8645,1109,8,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
524,9745,8629,1104,12,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
525,9718,8616,1086,16,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
526,9683,8600,1064,19,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
527,9662,8587,1053,22,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
528,9643,8577,1040,26,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
529,9628,8560,1038,30,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
530,9611,8547,1031,33,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
531,9595,8540,1016,39,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
532,9573,8527,1001,45,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
533,9547,8510,987,50,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
534,9529,8493,974,62,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
535,9514,8483,960,71,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
536,9497,8473,942,82,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
537,9485,8463,928,94,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
538,9472,8457,914,101,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
539,9456,8439,910,107,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
540,9435,8431,890,114,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
541,9425,8420,882,123,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
542,9411,8412,863,136,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
543,9396,8404,843,149,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
544,9371,8398,812,161,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
545,9359,8393,800,166,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
546,9343,8383,783,177,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
547,9330,8377,768,185,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
548,9316,8369,751,196,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
549,9302,8360,741,201,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
550,9286,8355,720,211,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
551,9274,8348,702,224,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
552,9266,8344,686,236,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
553,9255,8343,667,245,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
554,9242,8331,660,251,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
555,9224,8327,635,262,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
556,9208,8322,612,274,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
557,9195,8318,596,281,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
558,9184,8314,580,290,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
559,9175,8310,565,300,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
560,9162,8307,543,312,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
561,9155,8301,533,321,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
562,9149,8300,524,325,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
563,9138,8295,512,331,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
564,9125,8295,488,342,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
565,9118,8290,481,347,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
566,9111,8289,466,356,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
567,9103,8283,453,367,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
568,9098,8281,447,370,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
569,9086,8280,431,375,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
570,9081,8279,421,381,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
571,9072,8278,402,392,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
572,9063,8276,386,401,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
573,9057,8274,374,409,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
574,9048,8273,357,418,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
575,9041,8270,342,429,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
576,9035,8267,333,435,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
577,9028,8265,314,449,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
578,9027,8262,309,456,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
579,9020,8261,293,466,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
580,9013,8259,279,475,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
581,9007,8256,267,484,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
582,9004,8254,255,495,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
583,9000,8253,242,505,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
584,8995,8250,145,600,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
585,8990,8247,140,603,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
586,8988,8247,137,604,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
587,8985,8247,132,606,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
588,8982,8247,126,609,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
589,8982,8247,126,609,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
590,8980,8247,120,613,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
591,8978,8247,116,615,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
592,8975,8247,112,616,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
593,8972,8247,106,619,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
594,8970,8247,102,621,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
595,8968,8245,99,624,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
596,8968,8245,99,624,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
597,8968,8245,96,627,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
598,8966,8245,93,628,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
599,8964,8244,92,628,10000.0,0.1,0.5,28.0,0.02,0.9,6.0
600,10000,8963,1037,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
601,10000,8908,1092,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
602,10000,8899,1101,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
603,10000,8884,1116,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
604,9999,8866,1133,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
605,9999,8854,1145,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
606,9993,8844,1149,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
607,9990,8834,1156,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
608,9985,8813,1172,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
609,9979,8783,1196,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
610,9970,8770,1200,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
611,9957,8748,1209,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
612,9950,8734,1216,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
613,9935,8718,1217,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
614,9919,8706,1213,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
615,9900,8689,1211,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
616,9877,8671,1206,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
617,9859,8661,1198,0,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
618,9835,8642,1190,3,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
619,9806,8620,1181,5,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
620,9784,8607,1170,7,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
621,9763,8593,1161,9,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
622,9733,8570,1152,11,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
623,9710,8558,1135,17,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
624,9687,8535,1133,19,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
625,9670,8517,1130,23,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
626,9653,8505,1122,26,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
627,9637,8492,1116,29,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
628,9620,8477,1108,35,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
629,9597,8456,1096,45,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
630,9580,8443,1086,51,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
631,9564,8428,1078,58,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
632,9537,8412,1057,68,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
633,9522,8400,1048,74,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
634,9504,8386,1038,80,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
635,9482,8375,1016,91,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
636,9456,8364,990,102,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
637,9440,8352,980,108,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
638,9428,8346,964,118,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
639,9411,8339,944,128,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
640,9385,8332,920,133,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
641,9369,8321,908,140,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
642,9359,8315,896,148,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
643,9341,8306,878,157,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
644,9321,8298,855,168,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
645,9305,8288,837,180,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
646,9283,8279,817,187,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
647,9267,8265,800,202,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
648,9246,8257,782,207,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
649,9238,8251,773,214,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
650,9229,8240,764,225,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
651,9214,8234,748,232,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
652,9207,8224,743,240,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
653,9190,8209,734,247,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
654,9169,8201,709,259,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
655,9167,8193,698,276,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
656,9161,8186,686,289,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
657,9150,8183,665,302,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
658,9137,8175,654,308,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
659,9130,8165,643,322,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
660,9121,8161,626,334,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
661,9108,8153,612,343,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
662,9096,8143,601,352,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
663,9083,8140,582,361,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
664,9077,8138,571,368,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
665,9063,8128,561,374,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
666,9052,8124,540,388,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
667,9035,8123,516,396,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
668,9032,8118,511,403,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
669,9021,8115,491,415,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
670,9010,8114,472,424,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
671,9004,8114,461,429,10000.0,0.1,0.5,28.0,0.02,0.9,7.0
