,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#
38,9438,8446,857,135,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
39,9426,8440,845,141,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
40,9412,8430,834,148,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
41,9395,8424,819,152,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
42,9380,8410,811,159,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
43,9363,8401,797,165,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
44,9345,8389,784,172,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
45,9332,8380,771,181,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
46,9325,8369,765,191,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
47,9314,8363,749,202,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
48,9303,8357,740,206,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
49,9286,8349,722,215,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
50,9271,8345,702,224,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
51,9256,8343,681,232,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
52,9240,8336,668,236,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
53,9225,8330,656,239,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
54,9213,8319,652,242,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
55,9197,8315,624,258,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
56,9181,8309,607,265,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
57,9169,8307,589,273,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
58,9161,8299,586,276,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
59,9146,8292,572,282,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
60,9137,8289,558,290,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
61,9122,8280,540,302,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
62,9108,8275,523,310,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
63,9096,8272,506,318,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
64,9083,8267,490,326,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
65,9074,8262,481,331,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
66,9065,8258,468,339,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
67,9056,8257,451,348,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
68,9045,8255,431,359,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
69,9039,8250,425,364,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
70,9035,8246,418,371,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
71,9026,8242,404,380,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
72,9021,8239,395,387,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
73,9014,8238,376,400,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
74,9008,8235,367,406,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
75,9001,8234,354,413,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
76,8993,8232,341,420,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
77,8988,8231,327,430,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
78,8983,8226,318,439,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
79,8981,8225,309,447,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
80,8972,8225,291,456,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
81,8966,8225,281,460,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
82,8958,8225,264,469,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
83,8952,8225,253,474,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
84,8950,8224,161,565,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
85,8945,8224,154,567,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
86,8940,8223,148,569,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
87,8938,8223,144,571,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
88,8937,8223,140,574,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
89,8936,8223,137,576,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
90,8934,8223,133,578,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
91,8931,8222,129,580,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
92,8927,8220,123,584,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
93,8925,8220,119,586,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
94,8923,8220,114,589,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
95,8920,8220,110,590,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
96,8917,8220,104,593,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
97,8915,8218,102,595,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
98,8913,8218,98,597,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
99,8910,8217,94,599,10000.0,0.1,0.5,28.0,0.02,0.9,1.0
100,10000,8975,1025,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
101,10000,8930,1070,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
102,10000,8906,1094,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
103,10000,8892,1108,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
104,9998,8878,1120,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
105,9995,8863,1132,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
106,9993,8851,1142,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
107,9989,8836,1153,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
108,9986,8813,1173,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
109,9979,8798,1181,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
110,9972,8784,1188,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
111,9965,8766,1199,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
112,9962,8753,1209,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
113,9949,8732,1217,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
114,9934,8714,1220,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
115,9909,8696,1213,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
116,9884,8682,1202,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
117,9856,8667,1189,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
118,9829,8655,1174,0,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
119,9803,8642,1158,3,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
120,9770,8630,1136,4,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
121,9739,8613,1118,8,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
122,9721,8593,1116,12,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
123,9701,8587,1100,14,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
124,9680,8573,1086,21,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
125,9664,8564,1073,27,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
126,9650,8549,1069,32,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
127,9619,8525,1056,38,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
128,9601,8513,1048,40,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
129,9583,8496,1039,48,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
130,9566,8485,1029,52,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
131,9547,8469,1019,59,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
132,9527,8461,1004,62,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
133,9516,8448,999,69,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
134,9496,8428,991,77,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
135,9478,8420,975,83,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
136,9457,8409,963,85,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
137,9443,8394,962,87,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
138,9430,8375,961,94,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
139,9415,8366,942,107,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
140,9392,8351,926,115,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
141,9377,8333,920,124,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
142,9358,8323,891,144,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
143,9341,8314,870,157,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
144,9325,8308,851,166,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
145,9307,8300,831,176,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
146,9295,8285,830,180,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
147,9285,8277,815,193,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
148,9274,8272,799,203,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
149,9264,8264,787,213,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
150,9253,8254,770,229,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
151,9245,8244,760,241,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
152,9229,8239,733,257,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
153,9217,8231,719,267,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
154,9207,8227,702,278,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
155,9195,8221,687,287,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
156,9183,8217,670,296,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
157,9174,8212,655,307,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
158,9163,8210,636,317,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
159,9154,8204,621,329,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
160,9139,8197,601,341,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
161,9126,8194,587,345,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
162,9113,8190,571,352,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
163,9099,8189,550,360,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
164,9090,8188,531,371,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
165,9082,8185,515,382,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
166,9071,8181,494,396,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
167,9058,8177,479,402,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
168,9046,8174,458,414,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
169,9030,8172,436,422,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
170,9020,8171,423,426,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
171,9010,8169,408,433,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
172,9003,8164,398,441,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
173,8994,8163,381,450,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
174,8986,8160,362,464,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
175,8981,8158,352,471,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
176,8975,8155,342,478,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
177,8965,8153,327,485,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
178,8959,8152,315,492,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
179,8957,8152,307,498,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
180,8952,8150,299,503,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
181,8947,8147,290,510,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
182,8942,8143,282,517,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
183,8936,8141,273,522,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
184,8933,8141,172,620,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
185,8929,8141,166,622,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
186,8927,8141,160,626,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
187,8922,8141,154,627,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
188,8918,8139,148,631,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
189,8917,8139,146,632,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
190,8916,8137,145,634,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
191,8916,8136,141,639,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
192,8913,8133,135,645,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
193,8912,8133,128,651,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
194,8911,8131,127,653,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
195,8910,8129,126,655,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
196,8906,8129,119,658,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
197,8904,8128,116,660,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
198,8901,8128,111,662,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
199,8900,8126,107,667,10000.0,0.1,0.5,28.0,0.02,0.9,2.0
200,10000,8995,1005,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
201,10000,8933,1067,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
202,10000,8914,1086,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
203,10000,8898,1102,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
204,9997,8880,1117,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
205,9994,8867,1127,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
206,9990,8845,1145,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
207,9986,8828,1158,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
208,9977,8817,1160,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
209,9974,8800,1174,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
210,9965,8790,1175,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
211,9960,8777,1183,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
212,9948,8755,1193,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
213,9933,8729,1204,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
214,9904,8710,1194,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
215,9883,8696,1187,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
216,9864,8676,1188,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
217,9844,8666,1178,0,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
218,9820,8648,1171,1,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
219,9806,8633,1170,3,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
220,9782,8614,1164,4,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
221,9758,8597,1151,10,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
222,9730,8583,1133,14,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
223,9706,8575,1111,20,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
224,9683,8557,1096,30,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
225,9667,8547,1086,34,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
226,9642,8532,1070,40,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
227,9619,8514,1060,45,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
228,9604,8502,1053,49,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
229,9580,8484,1042,54,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
230,9556,8471,1027,58,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
231,9539,8458,1020,61,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
232,9518,8448,1005,65,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
233,9501,8432,997,72,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
234,9483,8419,983,81,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
235,9466,8409,971,86,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
236,9451,8399,956,96,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
237,9427,8393,927,107,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
238,9411,8386,914,111,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
239,9397,8366,912,119,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
240,9379,8350,902,127,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
241,9359,8343,884,132,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
242,9343,8328,875,140,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
243,9332,8318,861,153,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
244,9316,8313,839,164,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
245,9297,8306,818,173,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
246,9276,8299,797,180,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
247,9260,8290,782,188,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
248,9246,8276,774,196,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
249,9237,8268,756,213,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
250,9220,8259,738,223,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
251,9199,8257,712,230,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
252,9186,8252,693,241,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
253,9172,8247,676,249,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
254,9161,8241,659,261,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
255,9148,8233,638,277,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
256,9132,8227,617,288,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
257,9126,8224,605,297,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
258,9115,8222,586,307,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
259,9101,8221,566,314,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
260,9088,8216,551,321,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
261,9069,8213,527,329,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
262,9064,8206,523,335,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
263,9053,8196,517,340,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
264,9047,8194,507,346,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
265,9038,8189,494,355,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
266,9031,8182,489,360,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
267,9021,8176,473,372,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
268,9012,8171,460,381,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
269,9005,8170,440,395,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
270,8994,8168,423,403,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
271,8987,8162,413,412,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
272,8982,8161,401,420,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
273,8978,8160,387,431,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
274,8974,8158,371,445,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
275,8967,8156,359,452,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
276,8958,8155,347,456,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
277,8951,8155,338,458,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
278,8945,8155,328,462,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
279,8938,8153,315,470,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
280,8931,8153,295,483,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
281,8926,8151,281,494,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
282,8918,8150,269,499,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
283,8909,8150,250,509,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
284,8905,8148,161,596,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
285,8899,8147,152,600,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
286,8897,8146,149,602,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
287,8893,8143,144,606,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
288,8893,8142,141,610,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
289,8889,8141,137,611,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
290,8889,8141,130,618,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
291,8887,8141,127,619,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
292,8885,8140,123,622,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
293,8882,8140,117,625,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
294,8882,8140,113,629,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
295,8881,8140,111,630,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
296,8880,8140,106,634,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
297,8879,8139,104,636,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
298,8876,8139,98,639,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
299,8875,8138,94,643,10000.0,0.1,0.5,28.0,0.02,0.9,3.0
300,10000,9019,981,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
301,10000,8961,1039,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
302,10000,8937,1063,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
303,10000,8917,1083,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
304,9996,8904,1092,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
305,9992,8887,1105,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
306,9990,8879,1111,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
307,9987,8856,1131,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
308,9983,8838,1145,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
309,9978,8826,1152,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
310,9976,8805,1171,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
311,9965,8779,1186,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
312,9955,8770,1185,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
313,9948,8759,1189,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
314,9929,8740,1189,0,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
315,9902,8726,1173,3,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
316,9882,8706,1173,3,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
317,9857,8691,1163,3,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
318,9834,8674,1155,5,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
319,9810,8656,1149,5,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
320,9788,8640,1139,9,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
321,9772,8636,1122,14,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
322,9759,8626,1113,20,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
323,9739,8610,1104,25,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
324,9715,8592,1089,34,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
325,9694,8589,1067,38,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
326,9673,8572,1059,42,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
327,9649,8553,1046,50,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
328,9625,8539,1030,56,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
329,9603,8531,1009,63,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
330,9587,8517,1001,69,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
331,9568,8510,983,75,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
332,9544,8494,968,82,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
333,9526,8482,958,86,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
334,9512,8465,956,91,10000.0,0.1,0.5,28.0,0.02,0.9,4.0
