,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#,Time
52,9378,6294,1587,1497,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,52.0
53,9366,6271,1536,1559,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,53.0
54,9353,6242,1498,1613,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,54.0
55,9333,6199,1462,1672,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,55.0
56,9320,6171,1360,1789,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,56.0
57,9308,6142,1338,1828,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,57.0
58,9294,6120,1294,1880,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,58.0
59,9283,6098,1269,1916,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,59.0
60,9266,6079,1225,1962,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,60.0
61,9253,6048,1202,2003,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,61.0
62,9244,6027,1167,2050,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,62.0
63,9231,6006,1141,2084,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,63.0
64,9219,5993,1097,2129,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,64.0
65,9209,5969,1073,2167,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,65.0
66,9200,5954,1036,2210,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,66.0
67,9188,5939,1000,2249,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,67.0
68,9180,5929,969,2282,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,68.0
69,9174,5905,951,2318,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,69.0
70,9164,5895,912,2357,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,70.0
71,9155,5881,884,2390,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,71.0
72,9146,5864,849,2433,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,72.0
73,9141,5849,821,2471,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,73.0
74,9134,5837,786,2511,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,74.0
75,9130,5831,764,2535,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,75.0
76,9123,5816,743,2564,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,76.0
77,9118,5794,733,2591,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,77.0
78,9112,5786,703,2623,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,78.0
79,9107,5775,685,2647,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,79.0
80,9102,5759,667,2676,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,80.0
81,9101,5748,644,2709,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,81.0
82,9098,5743,617,2738,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,82.0
83,9092,5734,592,2766,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,83.0
84,9091,5724,585,2782,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,84.0
85,9085,5714,570,2801,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,85.0
86,9081,5706,551,2824,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,86.0
87,9076,5701,531,2844,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,87.0
88,9072,5696,515,2861,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,88.0
89,9068,5694,502,2872,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,89.0
90,9067,5692,488,2887,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,90.0
91,9066,5687,473,2906,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,91.0
92,9060,5686,446,2928,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,92.0
93,9055,5681,433,2941,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,93.0
94,9050,5676,418,2956,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,94.0
95,9042,5670,393,2979,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,95.0
96,9035,5667,368,3000,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,96.0
97,9031,5665,354,3012,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,97.0
98,9028,5662,344,3022,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,98.0
99,9025,5661,326,3038,10000.0,0.1,0.5,28.0,0.02,0.75,1.0,99.0
100,10000,8979,1021,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,0.0
101,10000,8909,1091,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,1.0
102,10000,8865,1135,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,2.0
103,10000,8822,1178,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,3.0
104,9999,8776,1223,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,4.0
105,9998,8746,1252,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,5.0
106,9995,8701,1294,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,6.0
107,9995,8667,1328,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,7.0
108,9992,8619,1373,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,8.0
109,9990,8582,1408,0,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,9.0
110,9985,8526,1458,1,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,10.0
111,9977,8482,1493,2,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,11.0
112,9971,8409,1560,2,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,12.0
113,9963,8340,1620,3,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,13.0
114,9955,8264,1686,5,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,14.0
115,9933,8186,1734,13,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,15.0
116,9920,8124,1776,20,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,16.0
117,9906,8059,1814,33,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,17.0
118,9898,7988,1866,44,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,18.0
119,9874,7904,1912,58,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,19.0
120,9850,7831,1939,80,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,20.0
121,9827,7765,1962,100,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,21.0
122,9813,7697,1991,125,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,22.0
123,9790,7620,2014,156,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,23.0
124,9779,7553,2032,194,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,24.0
125,9761,7484,2042,235,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,25.0
126,9742,7421,2038,283,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,26.0
127,9729,7364,2038,327,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,27.0
128,9706,7287,2056,363,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,28.0
129,9691,7206,2083,402,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,29.0
130,9674,7142,2083,449,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,30.0
131,9652,7081,2079,492,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,31.0
132,9639,7004,2083,552,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,32.0
133,9630,6932,2079,619,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,33.0
134,9617,6871,2067,679,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,34.0
135,9607,6796,2070,741,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,35.0
136,9598,6726,2076,796,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,36.0
137,9572,6660,2055,857,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,37.0
138,9559,6602,2047,910,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,38.0
139,9539,6526,2040,973,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,39.0
140,9523,6463,2021,1039,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,40.0
141,9517,6409,2012,1096,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,41.0
142,9497,6353,1988,1156,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,42.0
143,9481,6299,1969,1213,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,43.0
144,9463,6242,1934,1287,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,44.0
145,9452,6197,1907,1348,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,45.0
146,9435,6146,1876,1413,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,46.0
147,9419,6100,1847,1472,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,47.0
148,9403,6064,1798,1541,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,48.0
149,9391,6031,1751,1609,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,49.0
150,9382,6005,1703,1674,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,50.0
151,9368,5980,1643,1745,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,51.0
152,9352,5943,1605,1804,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,52.0
153,9344,5910,1575,1859,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,53.0
154,9341,5879,1539,1923,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,54.0
155,9327,5849,1479,1999,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,55.0
156,9310,5827,1377,2106,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,56.0
157,9294,5801,1338,2155,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,57.0
158,9285,5770,1318,2197,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,58.0
159,9271,5748,1287,2236,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,59.0
160,9261,5725,1254,2282,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,60.0
161,9248,5704,1230,2314,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,61.0
162,9238,5684,1206,2348,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,62.0
163,9227,5660,1172,2395,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,63.0
164,9219,5643,1134,2442,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,64.0
165,9207,5626,1107,2474,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,65.0
166,9199,5613,1069,2517,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,66.0
167,9193,5594,1057,2542,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,67.0
168,9186,5579,1040,2567,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,68.0
169,9177,5566,1004,2607,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,69.0
170,9170,5551,984,2635,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,70.0
171,9165,5543,947,2675,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,71.0
172,9154,5532,916,2706,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,72.0
173,9149,5520,881,2748,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,73.0
174,9139,5504,854,2781,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,74.0
175,9133,5490,830,2813,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,75.0
176,9126,5483,804,2839,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,76.0
177,9117,5473,755,2889,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,77.0
178,9107,5464,728,2915,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,78.0
179,9099,5457,701,2941,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,79.0
180,9091,5448,671,2972,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,80.0
181,9085,5439,634,3012,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,81.0
182,9081,5427,614,3040,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,82.0
183,9073,5422,591,3060,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,83.0
184,9071,5409,581,3081,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,84.0
185,9065,5401,562,3102,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,85.0
186,9060,5394,539,3127,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,86.0
187,9053,5384,527,3142,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,87.0
188,9049,5381,502,3166,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,88.0
189,9045,5374,486,3185,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,89.0
190,9043,5365,477,3201,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,90.0
191,9041,5360,464,3217,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,91.0
192,9037,5355,437,3245,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,92.0
193,9033,5354,417,3262,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,93.0
194,9025,5347,399,3279,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,94.0
195,9023,5344,375,3304,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,95.0
196,9018,5340,360,3318,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,96.0
197,9014,5332,354,3328,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,97.0
198,9009,5332,333,3344,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,98.0
199,9007,5325,324,3358,10000.0,0.1,0.5,28.0,0.02,0.75,2.0,99.0
200,10000,9035,965,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,0.0
201,10000,8988,1012,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,1.0
202,10000,8961,1039,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,2.0
203,10000,8926,1074,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,3.0
204,10000,8900,1100,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,4.0
205,10000,8868,1132,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,5.0
206,9995,8840,1155,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,6.0
207,9993,8793,1200,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,7.0
208,9988,8748,1240,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,8.0
209,9987,8703,1284,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,9.0
210,9979,8643,1336,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,10.0
211,9972,8593,1379,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,11.0
212,9967,8539,1428,0,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,12.0
213,9964,8481,1482,1,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,13.0
214,9953,8385,1562,6,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,14.0
215,9938,8319,1610,9,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,15.0
216,9930,8258,1658,14,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,16.0
217,9913,8185,1706,22,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,17.0
218,9901,8117,1750,34,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,18.0
219,9884,8054,1778,52,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,19.0
220,9866,7993,1808,65,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,20.0
221,9851,7921,1843,87,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,21.0
222,9834,7863,1864,107,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,22.0
223,9814,7798,1879,137,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,23.0
224,9793,7720,1911,162,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,24.0
225,9778,7647,1940,191,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,25.0
226,9762,7579,1960,223,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,26.0
227,9748,7512,1973,263,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,27.0
228,9730,7432,2010,288,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,28.0
229,9716,7362,2028,326,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,29.0
230,9703,7276,2053,374,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,30.0
231,9686,7185,2084,417,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,31.0
232,9659,7113,2088,458,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,32.0
233,9639,7052,2081,506,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,33.0
234,9628,6974,2103,551,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,34.0
235,9613,6915,2093,605,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,35.0
236,9598,6840,2087,671,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,36.0
237,9584,6779,2083,722,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,37.0
238,9561,6703,2075,783,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,38.0
239,9542,6638,2055,849,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,39.0
240,9524,6583,2040,901,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,40.0
241,9505,6521,2008,976,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,41.0
242,9490,6462,1996,1032,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,42.0
243,9470,6399,1977,1094,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,43.0
244,9444,6347,1936,1161,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,44.0
245,9429,6300,1916,1213,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,45.0
246,9418,6248,1903,1267,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,46.0
247,9401,6197,1872,1332,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,47.0
248,9382,6151,1825,1406,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,48.0
249,9371,6108,1790,1473,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,49.0
250,9358,6059,1751,1548,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,50.0
251,9333,6029,1682,1622,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,51.0
252,9322,5985,1659,1678,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,52.0
253,9301,5940,1607,1754,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,53.0
254,9292,5902,1573,1817,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,54.0
255,9276,5874,1522,1880,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,55.0
256,9263,5848,1432,1983,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,56.0
257,9236,5818,1399,2019,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,57.0
258,9225,5795,1366,2064,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,58.0
259,9214,5765,1343,2106,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,59.0
260,9201,5735,1306,2160,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,60.0
261,9190,5703,1290,2197,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,61.0
262,9181,5681,1261,2239,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,62.0
263,9168,5663,1227,2278,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,63.0
264,9160,5641,1202,2317,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,64.0
265,9152,5628,1169,2355,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,65.0
266,9145,5611,1149,2385,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,66.0
267,9133,5597,1117,2419,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,67.0
268,9123,5585,1078,2460,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,68.0
269,9112,5566,1055,2491,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,69.0
270,9106,5546,1034,2526,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,70.0
271,9100,5536,997,2567,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,71.0
272,9094,5526,966,2602,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,72.0
273,9087,5509,938,2640,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,73.0
274,9079,5500,911,2668,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,74.0
275,9071,5481,891,2699,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,75.0
276,9061,5471,849,2741,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,76.0
277,9050,5462,809,2779,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,77.0
278,9044,5449,783,2812,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,78.0
279,9039,5439,754,2846,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,79.0
280,9030,5433,722,2875,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,80.0
281,9025,5419,700,2906,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,81.0
282,9020,5409,682,2929,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,82.0
283,9017,5400,667,2950,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,83.0
284,9013,5390,643,2980,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,84.0
285,9008,5379,613,3016,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,85.0
286,9006,5374,592,3040,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,86.0
287,9003,5366,581,3056,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,87.0
288,8996,5360,558,3078,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,88.0
289,8992,5352,544,3096,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,89.0
290,8985,5347,516,3122,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,90.0
291,8983,5342,497,3144,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,91.0
292,8976,5336,475,3165,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,92.0
293,8971,5332,454,3185,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,93.0
294,8967,5328,431,3208,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,94.0
295,8967,5320,423,3224,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,95.0
296,8960,5316,403,3241,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,96.0
297,8959,5313,389,3257,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,97.0
298,8956,5308,376,3272,10000.0,0.1,0.5,28.0,0.02,0.75,3.0,98.0
