,Total,Healthy,Sick,Immune,N,Initial_Outbreak,TRansmission_Rate,Recovery_Time,Mortality_Rate,Policy,Exp_#
333,7833,282,7486,65,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
334,7687,242,7334,111,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
335,7552,190,7209,153,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
336,7428,161,7048,219,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
337,7283,141,6841,301,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
338,7164,114,6641,409,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
339,7031,94,6408,529,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
340,6903,83,6165,655,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
341,6786,69,5945,772,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
342,6687,56,5712,919,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
343,6591,48,5479,1064,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
344,6475,40,5210,1225,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
345,6376,33,4954,1389,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
346,6289,29,4716,1544,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
347,6202,27,4460,1715,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
348,6129,26,4226,1877,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
349,6047,23,3984,2040,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
350,5973,20,3743,2210,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
351,5904,15,3542,2347,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
352,5842,14,3309,2519,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
353,5776,13,3067,2696,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
354,5711,13,2877,2821,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
355,5660,11,2659,2990,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
356,5605,9,2472,3124,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
357,5561,9,2280,3272,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
358,5507,8,2097,3402,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
359,5465,8,1937,3520,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
360,5421,6,1776,3639,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
361,5386,5,1636,3745,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
362,5347,5,1512,3830,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
363,5314,5,1384,3925,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
364,5289,5,1261,4023,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
365,5269,5,1148,4116,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
366,5247,5,1062,4180,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
367,5217,5,966,4246,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
368,5198,5,884,4309,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
369,5180,5,798,4377,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
370,5164,5,729,4430,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
371,5149,5,663,4481,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
372,5135,5,607,4523,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
373,5122,5,543,4574,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
374,5117,5,492,4620,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
375,5108,5,455,4648,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
376,5100,5,411,4684,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
377,5095,5,376,4714,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
378,5086,5,331,4750,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
379,5078,5,305,4768,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
380,5071,5,279,4787,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
381,5066,5,251,4810,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
382,5060,5,226,4829,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
383,5058,5,207,4846,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
384,5050,5,178,4867,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
385,5048,5,158,4885,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
386,5046,5,141,4900,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
387,5043,5,131,4907,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
388,5040,5,114,4921,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
389,5036,5,103,4928,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
390,5035,5,92,4938,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
391,5034,5,80,4949,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
392,5034,5,74,4955,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
393,5031,5,65,4961,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
394,5028,5,53,4970,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
395,5027,5,49,4973,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
396,5027,5,45,4977,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
397,5026,5,40,4981,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
398,5025,5,37,4983,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
399,5023,5,33,4985,10000.0,0.1,0.5,28.0,0.02,0.0,4.0
400,10000,9018,982,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
401,10000,8940,1060,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
402,10000,8833,1167,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
403,10000,8693,1307,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
404,10000,8566,1434,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
405,9999,8405,1594,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
406,9998,8183,1815,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
407,9997,7958,2039,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
408,9987,7718,2269,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
409,9976,7430,2546,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
410,9957,7110,2847,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
411,9935,6722,3213,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
412,9905,6335,3570,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
413,9877,5937,3940,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
414,9842,5498,4344,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
415,9793,5035,4758,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
416,9742,4613,5129,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
417,9683,4164,5519,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
418,9621,3683,5938,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
419,9544,3277,6267,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
420,9484,2944,6540,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
421,9393,2582,6811,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
422,9300,2283,7017,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
423,9205,2023,7182,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
424,9086,1768,7318,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
425,8970,1536,7434,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
426,8862,1335,7527,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
427,8740,1160,7580,0,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
428,8615,1004,7606,5,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
429,8461,857,7598,6,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
430,8313,734,7569,10,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
431,8179,617,7541,21,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
432,8045,515,7496,34,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
433,7901,435,7410,56,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
434,7765,355,7323,87,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
435,7627,284,7214,129,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
436,7497,230,7078,189,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
437,7367,179,6923,265,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
438,7235,150,6739,346,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
439,7101,117,6525,459,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
440,6975,93,6289,593,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
441,6861,76,6036,749,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
442,6745,67,5805,873,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
443,6623,52,5562,1009,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
444,6501,46,5303,1152,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
445,6407,38,5058,1311,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
446,6318,31,4823,1464,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
447,6225,27,4582,1616,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
448,6141,24,4334,1783,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
449,6042,23,4076,1943,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
450,5965,22,3839,2104,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
451,5886,19,3580,2287,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
452,5826,15,3359,2452,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
453,5765,15,3146,2604,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
454,5708,13,2946,2749,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
455,5658,12,2750,2896,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
456,5611,12,2548,3051,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
457,5562,12,2381,3169,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
458,5515,12,2212,3291,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
459,5471,12,2058,3401,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
460,5425,12,1907,3506,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
461,5385,11,1757,3617,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
462,5354,11,1628,3715,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
463,5316,11,1498,3807,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
464,5282,10,1369,3903,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
465,5261,10,1263,3988,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
466,5223,10,1144,4069,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
467,5193,10,1039,4144,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
468,5170,9,961,4200,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
469,5147,8,870,4269,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
470,5122,8,782,4332,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
471,5108,8,727,4373,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
472,5092,8,655,4429,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
473,5079,8,612,4459,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
474,5067,8,564,4495,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
475,5054,8,523,4523,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
476,5048,8,478,4562,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
477,5038,8,433,4597,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
478,5030,8,384,4638,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
479,5023,8,345,4670,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
480,5018,8,314,4696,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
481,5010,8,289,4713,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
482,5004,8,263,4733,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
483,5000,8,235,4757,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
484,4992,8,213,4771,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
485,4986,8,187,4791,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
486,4982,8,172,4802,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
487,4980,8,160,4812,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
488,4975,8,139,4828,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
489,4971,8,118,4845,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
490,4970,8,112,4850,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
491,4968,8,91,4869,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
492,4964,8,79,4877,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
493,4962,8,68,4886,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
494,4962,8,57,4897,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
495,4962,8,49,4905,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
496,4961,8,38,4915,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
497,4960,8,35,4917,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
498,4959,8,33,4918,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
499,4957,8,27,4922,10000.0,0.1,0.5,28.0,0.02,0.0,5.0
500,10000,9022,978,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
501,10000,8949,1051,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
502,10000,8837,1163,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
503,10000,8678,1322,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
504,10000,8512,1488,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
505,10000,8286,1714,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
506,10000,8050,1950,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
507,9994,7775,2219,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
508,9990,7470,2520,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
509,9980,7138,2842,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
510,9966,6797,3169,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
511,9934,6383,3551,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
512,9895,5957,3938,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
513,9849,5556,4293,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
514,9804,5112,4692,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
515,9760,4668,5092,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
516,9705,4234,5471,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
517,9639,3791,5848,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
518,9564,3374,6190,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
519,9490,2982,6508,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
520,9420,2613,6807,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
521,9332,2258,7074,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
522,9227,1906,7321,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
523,9119,1633,7486,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
524,9006,1353,7653,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
525,8882,1109,7773,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
526,8760,905,7855,0,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
527,8631,728,7901,2,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
528,8507,576,7926,5,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
529,8373,466,7895,12,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
530,8236,387,7827,22,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
531,8084,319,7731,34,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
532,7935,262,7620,53,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
533,7814,218,7509,87,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
534,7674,176,7371,127,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
535,7515,146,7193,176,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
536,7388,121,7021,246,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
537,7252,101,6816,335,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
538,7101,87,6577,437,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
539,6982,72,6363,547,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
540,6869,60,6149,660,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
541,6758,51,5917,790,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
542,6636,48,5631,957,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
543,6520,43,5339,1138,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
544,6441,39,5093,1309,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
545,6343,31,4846,1466,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
546,6246,28,4582,1636,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
547,6154,27,4316,1811,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
548,6075,23,4072,1980,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
549,5999,19,3841,2139,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
550,5903,18,3601,2284,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
551,5837,18,3369,2450,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
552,5762,17,3122,2623,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
553,5706,17,2924,2765,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
554,5651,16,2692,2943,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
555,5595,16,2494,3085,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
556,5558,13,2333,3212,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
557,5509,12,2138,3359,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
558,5470,12,1982,3476,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
559,5429,11,1819,3599,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
560,5393,11,1672,3710,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
561,5350,10,1516,3824,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
562,5318,10,1377,3931,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
563,5292,9,1277,4006,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
564,5270,9,1166,4095,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
565,5247,9,1074,4164,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
566,5234,7,986,4241,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
567,5214,7,878,4329,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
568,5196,7,792,4397,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
569,5176,7,700,4469,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
570,5159,7,632,4520,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
571,5150,7,568,4575,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
572,5138,7,528,4603,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
573,5128,7,477,4644,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
574,5120,7,438,4675,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
575,5111,7,396,4708,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
576,5099,7,347,4745,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
577,5092,7,311,4774,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
578,5090,7,278,4805,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
579,5084,7,243,4834,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
580,5082,7,224,4851,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
581,5078,7,198,4873,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
582,5075,7,178,4890,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
583,5070,7,160,4903,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
584,5068,7,153,4908,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
585,5065,7,137,4921,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
586,5063,7,127,4929,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
587,5060,7,110,4943,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
588,5057,7,99,4951,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
589,5057,7,91,4959,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
590,5053,7,81,4965,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
591,5052,7,72,4973,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
592,5048,7,65,4976,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
593,5048,7,59,4982,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
594,5044,7,52,4985,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
595,5044,7,49,4988,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
596,5043,7,42,4994,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
597,5042,7,33,5002,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
598,5042,7,31,5004,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
599,5041,7,27,5007,10000.0,0.1,0.5,28.0,0.02,0.0,6.0
600,10000,9012,988,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
601,10000,8911,1089,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
602,10000,8794,1206,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
603,10000,8642,1358,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
604,10000,8453,1547,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
605,10000,8249,1751,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
606,9999,7987,2012,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
607,9995,7713,2282,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
608,9984,7395,2589,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
609,9971,7067,2904,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
610,9953,6676,3277,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
611,9939,6293,3646,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
612,9907,5861,4046,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
613,9862,5443,4419,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
614,9821,4997,4824,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
615,9768,4555,5213,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
616,9706,4076,5630,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
617,9627,3655,5972,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
618,9560,3215,6345,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
619,9471,2807,6664,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
620,9375,2460,6915,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
621,9281,2137,7144,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
622,9174,1838,7336,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
623,9072,1581,7491,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
624,8959,1323,7636,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
625,8843,1105,7738,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
626,8730,933,7797,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
627,8607,777,7830,0,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
628,8462,644,7815,3,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
629,8320,556,7759,5,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
630,8159,454,7692,13,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
631,8003,356,7621,26,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
632,7873,288,7541,44,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
633,7726,232,7418,76,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
634,7600,184,7306,110,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
635,7459,137,7160,162,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
636,7329,110,6994,225,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
637,7197,87,6799,311,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
638,7068,69,6589,410,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
639,6939,56,6329,554,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
640,6808,46,6091,671,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
641,6675,38,5843,794,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
642,6567,32,5575,960,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
643,6464,25,5333,1106,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
644,6362,22,5050,1290,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
645,6250,17,4799,1434,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
646,6137,17,4506,1614,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
647,6044,16,4231,1797,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
648,5951,14,3955,1982,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
649,5861,14,3692,2155,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
650,5799,13,3469,2317,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
651,5732,13,3231,2488,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
652,5680,10,3034,2636,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
653,5624,10,2826,2788,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
654,5551,9,2607,2935,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
655,5507,9,2438,3060,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
656,5458,7,2252,3199,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
657,5414,7,2084,3323,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
658,5351,7,1896,3448,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
659,5307,7,1740,3560,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
660,5285,7,1614,3664,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
661,5252,7,1486,3759,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
662,5229,7,1377,3845,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
663,5197,7,1267,3923,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
664,5176,7,1167,4002,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
665,5157,7,1081,4069,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
666,5130,6,989,4135,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
667,5110,6,912,4192,10000.0,0.1,0.5,28.0,0.02,0.0,7.0
